0.27,3671.30,4550.30,9.45,26.97,42.07,2711.90,75.22,120.40,0.34,79.83,49.51,2641.20,25.14,47.94,3108.00,22.74,65.48,231.58,343.11,94.50,77.49,32.62,8.85,26.52,6.79,18.35,1.65,33.33,13.80,24.02,1.27,18.18,2.21,4.81,2.27,0.01,0.84,0.07,53.83,43.67,64.36,53.99,26.43,61.59,22.85,39.63,36.66,41.76,46.75,41.09,18.65
0.21,3702.50,4535.60,9.44,27.00,42.42,2712.70,74.27,120.43,0.34,80.02,50.63,2641.60,25.99,49.89,3108.60,23.16,65.51,229.94,342.90,94.40,77.37,32.31,8.61,26.31,6.91,18.41,1.69,33.42,14.03,23.62,1.21,18.02,2.26,4.69,2.30,0.01,0.84,0.07,53.83,43.67,63.02,54.66,20.24,61.82,22.70,39.28,39.94,46.28,46.81,41.55,17.64
0.21,3709.90,4549.70,9.35,26.88,42.13,2713.00,74.65,120.41,0.33,80.18,52.25,2642.10,24.90,49.50,3108.30,22.84,65.58,229.26,342.92,94.43,77.56,32.31,8.61,26.31,6.91,18.41,1.69,33.42,14.03,23.62,1.21,18.02,2.26,4.69,2.30,0.01,0.84,0.07,53.83,43.67,62.89,54.49,20.36,62.27,22.81,39.79,44.71,45.38,46.79,41.45,18.35
0.23,3638.70,4568.50,9.37,27.09,42.36,2712.00,75.74,120.41,0.36,80.23,49.31,2641.60,23.37,50.84,3107.70,22.67,65.65,229.30,342.57,94.44,77.55,32.30,8.92,26.91,6.94,18.81,1.63,33.15,13.84,23.91,1.15,18.30,2.26,4.71,2.35,0.02,0.80,0.11,54.44,44.94,63.16,54.20,22.99,60.79,22.64,42.31,36.07,48.48,47.11,41.26,18.74
0.23,3643.40,4543.20,9.45,26.86,41.93,2710.00,75.14,120.40,0.36,80.09,50.72,2639.20,24.23,50.19,3106.50,23.13,65.69,228.64,342.21,94.61,77.40,32.30,8.92,26.91,6.94,18.81,1.63,33.15,13.84,23.91,1.15,18.30,2.26,4.71,2.35,0.02,0.80,0.11,54.44,44.94,63.08,54.50,22.89,61.56,22.57,42.73,40.22,46.98,47.26,40.87,17.67
0.23,3632.70,4536.60,9.36,26.64,42.42,2707.30,75.02,120.41,0.34,79.74,50.86,2636.10,24.32,50.66,3104.40,22.98,65.64,228.94,342.48,94.69,77.02,32.14,8.94,26.76,6.78,18.71,1.60,32.70,13.84,23.82,1.39,18.87,2.29,4.81,2.35,0.02,0.80,0.11,54.44,44.94,62.92,53.62,23.03,61.42,22.31,40.23,40.62,48.06,47.33,41.34,18.06
0.23,3611.10,4490.00,9.40,27.20,41.89,2709.60,75.25,120.36,0.34,79.89,50.20,2638.80,25.78,50.83,3103.80,23.52,65.60,228.65,342.43,94.64,77.19,32.14,8.94,26.76,6.78,18.71,1.60,32.70,13.84,23.82,1.39,18.87,2.29,4.81,2.35,0.02,0.80,0.11,54.44,44.94,63.29,54.17,23.01,60.13,22.99,40.14,38.69,48.46,47.45,40.54,16.79
0.25,3719.10,4490.80,9.33,26.98,42.19,2708.90,74.88,120.41,0.34,79.90,51.47,2637.70,24.89,51.62,3106.20,22.67,65.61,230.50,341.82,94.59,76.86,32.61,8.85,26.37,6.71,18.67,1.66,32.94,13.83,24.12,1.15,18.36,2.26,4.80,2.33,0.02,0.80,0.11,54.44,44.94,62.89,54.42,24.60,61.03,22.50,40.29,42.41,50.27,47.38,41.14,18.82
0.25,3692.20,4550.80,9.30,26.96,41.96,2709.40,75.37,120.43,0.34,79.85,48.29,2638.10,25.69,47.48,3104.80,22.87,65.55,226.53,342.60,94.53,77.09,32.61,8.85,26.37,6.71,18.67,1.66,32.94,13.83,24.12,1.15,18.36,2.26,4.80,2.33,0.01,0.83,0.10,53.63,43.78,63.35,53.71,24.36,62.92,22.61,39.97,33.06,40.71,46.61,42.07,18.33
0.20,3714.50,4507.20,9.35,27.30,42.20,2706.30,75.73,120.37,0.34,79.75,48.80,2635.80,26.62,49.23,3103.30,23.45,65.50,226.07,342.36,94.62,77.06,32.27,8.93,26.41,6.88,19.15,1.66,33.31,13.90,24.18,1.33,18.37,2.23,4.79,2.24,0.01,0.83,0.10,53.63,43.78,63.67,54.33,19.86,62.79,22.29,39.83,34.57,44.75,46.22,39.91,16.99
0.20,3674.70,4536.50,9.40,26.62,42.46,2706.90,75.02,120.44,0.34,80.00,50.87,2635.40,24.06,49.23,3104.30,23.12,65.48,224.72,341.48,94.30,77.64,32.27,8.93,26.41,6.88,19.15,1.66,33.31,13.90,24.18,1.33,18.37,2.23,4.79,2.24,0.01,0.83,0.10,53.63,43.78,64.35,53.97,19.77,62.20,22.12,39.96,40.65,44.75,45.91,42.34,17.72
0.23,3661.70,4481.60,9.34,27.05,42.33,2707.30,74.43,120.35,0.35,80.13,52.49,2635.50,25.24,48.85,3104.60,22.58,65.51,222.60,341.10,94.71,77.45,32.55,8.87,26.56,6.88,18.81,1.71,33.11,13.87,23.84,1.35,18.67,2.22,4.78,2.29,0.01,0.83,0.10,53.63,43.78,63.23,53.44,22.64,61.17,22.10,40.65,45.43,43.86,45.66,40.23,19.00
0.23,3704.90,4463.20,9.37,26.92,42.51,2708.00,75.43,120.42,0.35,80.25,49.69,2636.70,24.01,50.76,3103.60,22.74,65.53,221.37,341.28,94.50,77.57,32.55,8.87,26.56,6.88,18.81,1.71,33.11,13.87,23.84,1.35,18.67,2.22,4.78,2.29,0.01,0.83,0.10,53.63,43.78,62.49,53.66,22.85,60.52,22.45,41.04,37.18,48.29,45.34,42.12,18.58
0.20,3659.60,4471.40,9.33,27.18,42.18,2707.20,75.08,120.40,0.34,80.37,50.34,2636.20,25.58,49.52,3103.60,22.85,65.57,221.76,341.09,94.58,77.55,32.30,8.84,26.92,6.84,18.89,1.65,32.47,13.79,24.00,1.20,18.32,2.26,4.83,2.26,0.00,0.82,0.09,52.97,43.59,63.24,54.36,19.86,61.71,22.48,40.62,39.11,45.43,45.55,41.17,18.31
0.20,3670.30,4509.60,9.40,27.29,41.83,2706.50,74.46,120.42,0.34,80.20,49.57,2634.90,25.53,49.13,3103.10,22.86,65.56,222.22,341.13,94.63,77.08,32.30,8.84,26.92,6.84,18.89,1.65,32.47,13.79,24.00,1.20,18.32,2.26,4.83,2.26,0.00,0.82,0.09,52.97,43.59,63.05,53.90,19.98,62.66,22.46,40.59,36.84,44.52,45.37,41.32,18.32
0.22,3671.10,4500.70,9.38,27.11,41.90,2703.20,75.57,120.38,0.33,79.96,48.44,2631.80,23.49,50.64,3101.70,23.41,65.49,220.88,340.51,94.61,76.88,32.12,8.81,26.66,6.74,18.52,1.62,32.57,13.81,24.09,1.37,18.13,2.25,4.85,2.35,0.00,0.82,0.09,52.97,43.59,63.43,53.80,22.10,61.47,21.97,39.92,33.52,48.02,45.36,40.86,17.04
0.22,3688.50,4489.00,9.40,26.92,42.05,2702.20,74.89,120.42,0.33,79.79,50.10,2630.00,25.30,50.13,3100.20,23.08,65.41,222.25,340.63,94.70,76.94,32.12,8.81,26.66,6.74,18.52,1.62,32.57,13.81,24.09,1.37,18.13,2.25,4.85,2.35,0.00,0.82,0.09,52.97,43.59,63.13,53.94,22.46,60.89,22.11,39.80,38.40,46.84,45.11,41.43,17.84
0.24,3723.10,4546.70,9.47,26.84,42.37,2702.50,75.84,120.38,0.33,79.83,50.98,2630.00,25.81,50.32,3101.00,24.32,65.30,221.87,340.60,94.65,77.36,32.52,8.77,26.46,6.70,19.05,1.66,33.00,13.91,24.15,1.09,18.81,2.26,4.92,2.24,0.00,0.82,0.09,52.97,43.59,63.49,54.16,23.60,61.05,21.99,40.14,40.97,47.28,45.02,40.88,14.90
0.24,3696.70,4544.60,9.31,27.17,42.12,2704.60,75.68,120.40,0.34,80.20,49.29,2633.20,26.34,49.42,3103.90,22.83,65.33,220.66,339.89,94.50,77.45,32.52,8.77,26.46,6.70,19.05,1.66,33.00,13.91,24.15,1.09,18.81,2.26,4.92,2.24,0.02,0.85,0.10,53.28,43.11,63.94,54.18,23.88,64.03,21.87,39.71,36.02,45.20,44.91,40.71,18.41
0.20,3743.70,4492.20,9.33,26.78,42.57,2702.70,75.01,120.38,0.35,80.09,49.74,2630.20,25.85,50.67,3102.90,22.62,65.35,219.96,339.70,94.55,76.98,32.23,8.83,26.34,6.76,18.81,1.70,32.98,13.88,24.31,1.29,18.73,2.27,4.76,2.31,0.02,0.85,0.10,53.28,43.11,63.63,53.53,19.80,62.27,21.60,41.41,37.33,48.09,44.81,41.31,18.94
0.20,3710.90,4473.30,9.37,27.03,42.36,2700.00,75.27,120.40,0.35,80.00,48.93,2628.00,24.78,51.85,3100.10,22.48,65.33,220.95,339.63,94.47,77.10,32.23,8.83,26.34,6.76,18.81,1.70,32.98,13.88,24.31,1.29,18.73,2.27,4.76,2.31,0.02,0.85,0.10,53.28,43.11,64.19,53.75,19.79,61.66,21.51,41.22,34.95,50.82,44.56,41.15,19.28
0.23,3711.40,4529.50,9.31,26.60,42.93,2701.40,74.22,120.43,0.35,80.17,49.61,2629.60,25.09,51.03,3100.90,22.89,65.31,218.30,339.56,94.56,77.37,32.31,9.07,25.91,6.86,18.98,1.64,32.70,13.87,24.18,1.33,18.79,2.28,4.85,2.31,0.02,0.85,0.10,53.28,43.11,63.83,53.64,22.38,62.52,21.32,40.64,36.96,48.92,44.63,41.44,18.28
0.23,3694.70,4515.70,9.36,26.66,42.66,2702.30,74.58,120.41,0.34,80.34,50.48,2629.70,24.27,50.51,3102.40,23.32,65.32,218.47,339.06,94.45,77.58,32.31,9.07,25.91,6.86,18.98,1.64,32.70,13.87,24.18,1.33,18.79,2.28,4.85,2.31,0.02,0.85,0.10,53.28,43.11,64.12,53.81,22.27,60.90,21.39,40.97,39.52,47.70,44.45,40.67,17.23
0.22,3679.90,4511.40,9.25,26.58,42.29,2701.60,75.14,120.36,0.34,80.42,49.51,2629.20,24.32,48.79,3102.40,23.46,65.42,220.76,338.84,94.58,77.34,31.95,8.88,26.75,7.06,18.39,1.60,32.62,13.91,24.15,1.28,18.66,2.30,4.85,2.33,0.00,0.84,0.09,53.51,43.61,63.58,53.42,21.56,60.99,21.27,40.78,36.64,43.72,44.63,41.32,16.90
0.22,3693.60,4469.90,9.39,26.84,42.15,2699.70,73.89,120.39,0.34,80.29,50.82,2627.60,25.61,49.26,3100.80,23.43,65.42,219.93,338.65,94.58,76.87,31.95,8.88,26.75,7.06,18.39,1.60,32.62,13.91,24.15,1.28,18.66,2.30,4.85,2.33,0.00,0.84,0.09,53.51,43.61,63.35,53.92,21.61,63.50,21.39,41.39,40.51,44.81,44.77,40.60,17.02
0.25,3633.50,4504.00,9.36,26.82,42.36,2698.50,74.82,120.39,0.34,80.02,49.33,2626.10,27.70,49.77,3099.40,22.50,65.36,221.63,338.95,94.72,77.18,31.73,9.14,26.34,6.94,18.86,1.71,32.42,13.97,23.92,1.25,18.60,2.28,4.85,2.24,0.00,0.84,0.09,53.51,43.61,62.49,54.98,25.14,62.27,21.40,41.78,36.13,45.99,44.70,40.51,19.23
0.25,3670.80,4551.70,9.43,26.98,42.09,2704.30,74.34,120.39,0.35,80.30,48.91,2632.70,25.45,49.84,3103.20,23.58,65.35,220.72,339.10,94.83,77.87,31.73,9.14,26.34,6.94,18.86,1.71,32.42,13.97,23.92,1.25,18.60,2.28,4.85,2.24,0.00,0.84,0.09,53.51,43.61,61.84,54.41,24.96,61.88,21.69,41.01,34.89,46.16,44.86,41.33,16.61
0.28,3646.70,4496.50,9.27,26.78,42.52,2707.60,75.87,120.40,0.36,80.49,49.26,2636.30,24.49,47.91,3107.20,22.36,65.38,218.69,339.12,94.58,77.90,31.77,9.03,26.08,6.90,18.84,1.69,32.07,13.83,24.57,1.09,18.72,2.28,4.95,2.30,0.00,0.84,0.09,53.51,43.61,63.24,53.92,27.69,63.20,21.75,42.23,35.91,41.70,45.11,41.37,19.48
0.28,3648.40,4516.90,9.32,26.95,42.35,2707.30,74.84,120.38,0.35,80.44,50.56,2635.50,24.87,51.06,3108.00,22.64,65.43,219.80,339.07,94.61,77.67,31.77,9.03,26.08,6.90,18.84,1.69,32.07,13.83,24.57,1.09,18.72,2.28,4.95,2.30,0.02,0.83,0.10,54.46,44.21,63.21,53.68,27.49,61.95,21.59,42.29,39.75,48.98,44.89,40.86,18.82
0.28,3691.30,4496.10,9.24,26.51,42.01,2708.90,75.82,120.41,0.34,80.41,50.25,2637.40,25.67,49.60,3110.00,23.22,65.49,219.44,339.42,94.55,77.10,32.04,8.82,26.64,6.90,19.13,1.60,32.36,13.96,24.44,1.26,18.55,2.30,4.94,2.32,0.02,0.83,0.10,54.46,44.21,62.74,53.98,27.44,63.08,21.40,40.69,38.83,45.61,44.90,41.69,17.46
0.28,3665.20,4511.30,9.35,27.06,42.15,2705.80,75.18,120.40,0.34,80.02,49.10,2634.30,25.31,49.98,3107.40,23.55,65.44,218.76,339.39,94.62,77.03,32.04,8.82,26.64,6.90,19.13,1.60,32.36,13.96,24.44,1.26,18.55,2.30,4.94,2.32,0.02,0.83,0.10,54.46,44.21,63.18,53.80,27.39,60.99,21.56,40.64,35.44,46.49,44.95,40.82,16.69
0.26,3677.00,4471.90,9.36,26.76,42.48,2706.10,74.84,120.41,0.35,80.04,50.64,2633.60,26.38,49.43,3105.90,24.00,65.37,218.80,339.68,94.72,77.13,32.07,8.87,26.72,6.82,18.61,1.68,32.29,13.81,24.56,1.22,18.85,2.33,4.98,2.24,0.02,0.83,0.10,54.46,44.21,63.04,53.52,25.22,59.82,21.42,42.36,39.98,45.22,44.94,41.06,15.63
0.26,3660.20,4455.20,9.31,26.78,42.26,2706.50,74.59,120.39,0.36,80.10,48.74,2634.30,26.48,50.55,3106.10,22.57,65.31,219.95,339.85,94.59,77.59,32.07,8.87,26.72,6.82,18.61,1.68,32.29,13.81,24.56,1.22,18.85,2.33,4.98,2.24,0.02,0.83,0.10,54.46,44.21,63.33,53.72,25.15,61.61,21.77,42.22,34.38,47.81,44.83,41.07,19.00
0.26,3734.80,4521.80,9.41,26.85,42.57,2708.40,74.16,120.42,0.34,80.31,50.83,2637.60,24.76,51.69,3107.50,22.28,65.33,221.56,340.12,94.52,77.59,31.78,8.94,26.50,6.91,18.43,1.65,32.13,13.73,24.44,1.47,19.09,2.23,4.77,2.30,0.02,0.86,0.12,53.36,43.73,62.77,54.17,24.93,60.95,21.85,40.71,40.53,50.45,44.60,41.17,19.67
0.25,3686.10,4503.00,9.36,26.58,42.66,2708.60,74.36,120.40,0.34,80.30,51.65,2636.90,27.07,48.90,3107.70,21.82,65.37,219.02,339.98,94.52,77.25,31.78,8.94,26.50,6.91,18.43,1.65,32.13,13.73,24.44,1.47,19.09,2.23,4.77,2.30,0.02,0.86,0.12,53.36,43.73,63.61,54.40,25.12,61.06,21.69,40.69,42.94,43.99,44.77,40.75,20.78
0.28,3692.50,4553.90,9.33,26.86,42.45,2706.10,75.37,120.42,0.33,80.02,49.50,2635.40,25.91,50.71,3106.60,22.75,65.35,219.69,339.64,94.52,76.97,32.25,9.04,26.80,6.82,18.89,1.69,32.82,13.84,24.11,1.25,18.81,2.26,4.88,2.26,0.02,0.86,0.12,53.36,43.73,62.73,54.27,28.23,60.96,21.66,39.29,36.61,48.17,44.67,41.66,18.61
0.29,3661.20,4576.70,9.33,26.95,42.46,2707.30,75.19,120.38,0.33,80.02,51.03,2634.90,24.53,48.44,3107.00,22.98,65.28,218.39,340.24,94.62,77.22,32.25,9.04,26.80,6.82,18.89,1.69,32.82,13.84,24.11,1.25,18.81,2.26,4.88,2.26,0.02,0.86,0.12,53.36,43.73,63.27,54.00,28.17,62.45,21.91,38.79,41.14,42.92,44.74,40.29,18.06
0.24,3689.10,4479.90,9.45,27.03,42.30,2705.40,74.74,120.42,0.34,79.90,50.52,2634.70,24.44,51.36,3105.50,22.93,65.23,219.54,340.25,94.51,77.11,32.09,8.91,26.64,6.85,18.93,1.66,32.73,13.84,24.02,1.32,18.57,2.29,4.89,2.28,0.02,0.86,0.12,53.36,43.73,63.51,54.04,23.60,61.71,21.96,40.67,39.64,49.67,44.60,41.77,18.20
0.24,3684.70,4468.70,9.38,26.60,42.23,2706.90,74.19,120.39,0.34,80.09,49.21,2636.20,26.45,51.30,3105.20,22.78,65.24,221.08,340.24,94.53,77.49,32.09,8.91,26.64,6.85,18.93,1.66,32.73,13.84,24.02,1.32,18.57,2.29,4.89,2.28,0.01,0.84,0.10,54.04,43.43,63.59,54.18,23.75,61.34,21.88,41.05,35.78,49.53,45.10,40.37,18.52
0.26,3671.00,4480.50,9.33,27.10,42.28,2705.90,74.85,120.41,0.34,80.09,49.32,2634.60,25.73,49.41,3105.70,23.47,65.26,222.69,340.09,94.51,77.23,31.73,9.09,26.21,7.00,18.61,1.62,32.44,13.76,24.34,1.38,18.70,2.26,4.81,2.32,0.01,0.84,0.10,54.04,43.43,63.62,53.93,25.39,59.88,21.88,41.08,36.10,45.17,45.20,41.14,16.90
0.26,3706.20,4502.60,9.36,27.19,42.47,2707.10,75.87,120.41,0.34,80.22,51.27,2636.60,25.76,49.81,3105.00,23.33,65.34,221.29,340.23,94.39,77.62,31.73,9.09,26.21,7.00,18.61,1.62,32.44,13.76,24.34,1.38,18.70,2.26,4.81,2.32,0.01,0.84,0.10,54.04,43.43,63.02,53.67,25.27,59.98,22.24,41.03,41.84,46.10,45.58,41.43,17.19
0.30,3643.20,4563.10,9.43,26.77,42.20,2708.60,74.99,120.41,0.33,80.30,51.77,2637.10,24.72,50.39,3107.50,23.13,65.42,221.35,340.17,94.66,77.65,31.99,8.87,26.87,6.93,19.40,1.66,32.70,13.66,24.01,1.20,18.73,2.28,4.87,2.31,0.01,0.84,0.10,54.04,43.43,62.77,53.73,28.89,60.05,21.94,39.54,43.30,47.43,45.81,41.06,17.67
0.30,3660.70,4529.40,9.44,26.82,42.07,2709.50,75.84,120.39,0.34,80.38,49.52,2639.50,26.22,50.89,3107.50,23.29,65.47,222.66,340.20,94.39,77.38,31.99,8.87,26.87,6.93,19.40,1.66,32.70,13.66,24.01,1.20,18.73,2.28,4.87,2.31,0.01,0.84,0.10,54.04,43.43,62.47,54.13,28.92,59.82,22.21,39.07,36.69,48.58,45.94,40.25,17.28
0.27,3670.90,4464.80,9.30,26.96,42.05,2708.40,75.25,120.39,0.32,80.04,48.93,2636.40,25.45,50.26,3106.40,22.33,65.49,222.80,340.75,94.72,76.80,32.26,8.82,26.27,6.85,18.31,1.64,32.78,13.87,24.39,1.04,18.42,2.26,4.80,2.35,0.02,0.83,0.08,54.04,43.05,62.84,52.91,26.97,61.99,22.07,38.01,34.94,47.14,45.70,41.20,19.61
0.27,3682.50,4469.10,9.32,27.01,42.20,2705.30,75.18,120.39,0.32,79.79,51.55,2635.10,25.17,49.81,3103.20,23.86,65.42,225.73,341.02,94.50,77.01,32.26,8.82,26.27,6.85,18.31,1.64,32.78,13.87,24.39,1.04,18.42,2.26,4.80,2.35,0.02,0.83,0.08,54.04,43.05,62.64,52.86,26.93,62.94,22.19,38.53,42.67,46.10,45.49,40.22,15.99
0.25,3675.30,4544.40,9.25,26.91,42.13,2706.70,75.55,120.39,0.34,79.82,49.64,2634.90,26.40,49.56,3103.30,22.95,65.34,225.81,340.98,94.77,77.12,32.47,8.92,26.51,6.83,18.77,1.65,32.76,13.93,24.54,1.13,18.76,2.24,4.90,2.25,0.02,0.83,0.08,54.04,43.05,63.48,54.64,24.48,63.02,22.18,41.19,37.03,45.51,45.53,41.03,18.17
0.25,3678.70,4591.70,9.43,27.03,42.10,2708.00,75.48,120.40,0.35,80.07,49.53,2636.10,23.34,49.06,3105.40,22.23,65.39,221.92,340.98,94.42,77.48,32.47,8.92,26.51,6.83,18.77,1.65,32.76,13.93,24.54,1.13,18.76,2.24,4.90,2.25,0.02,0.83,0.08,54.04,43.05,63.42,54.08,24.58,60.05,22.11,40.69,36.72,44.35,45.92,41.66,19.84
0.23,3694.00,4480.80,9.39,26.70,42.75,2708.00,75.10,120.40,0.35,80.16,49.08,2636.20,25.14,51.97,3104.60,24.12,65.41,223.81,340.88,94.66,77.18,32.36,9.04,26.03,7.08,18.55,1.67,32.81,13.69,24.23,1.28,18.74,2.26,4.79,2.22,0.02,0.83,0.08,54.04,43.05,63.35,54.31,22.23,61.04,22.08,41.83,35.39,51.10,45.80,41.28,15.36
