0.25	3664.40	4558.20	9.39	26.83	42.31	2704.90	74.98	120.42	0.33	79.87	51.57	2633.40	23.51	51.16	3101.60	23.61	65.61	228.32	342.12	94.55	76.93	32.15	8.99	26.56	6.93	18.83	1.62	33.17	13.74	23.87	1.16	18.28	2.26	4.84	2.33	0.01	0.85	0.11	53.94	43.64	63.64	53.87	25.28	60.99	22.15	39.58	42.72	49.22	47.09	41.98	16.59
0.25	3693.20	4522.00	9.25	26.75	42.47	2703.00	74.35	120.38	0.33	79.75	49.08	2632.00	25.82	51.35	3100.00	23.79	65.59	230.68	342.24	94.51	76.84	32.15	8.99	26.56	6.93	18.83	1.62	33.17	13.74	23.87	1.16	18.28	2.26	4.84	2.33	0.01	0.85	0.11	53.94	43.64	63.14	54.30	25.26	63.62	22.08	39.53	35.39	49.66	46.88	40.75	16.18
0.26	3635.50	4456.30	9.37	27.04	42.74	2705.50	74.08	120.42	0.33	79.95	49.05	2634.50	24.86	48.88	3100.60	21.86	65.53	228.81	342.80	94.65	77.20	31.99	8.73	26.09	6.95	18.85	1.64	33.01	13.75	24.08	1.13	18.37	2.27	4.80	2.28	0.01	0.85	0.11	53.94	43.64	62.94	54.59	25.51	62.46	22.61	39.05	35.29	43.94	47.05	41.46	20.73
0.26	3690.50	4536.70	9.39	26.67	42.44	2704.60	74.76	120.39	0.33	79.89	49.98	2633.40	25.62	51.84	3100.60	23.00	65.55	229.71	342.37	94.58	77.26	31.99	8.73	26.09	6.95	18.85	1.64	33.01	13.75	24.08	1.13	18.37	2.27	4.80	2.28	0.01	0.85	0.11	53.94	43.64	62.00	53.62	25.63	61.31	22.18	39.01	38.04	50.79	46.97	40.45	18.05
0.28	3617.00	4502.20	9.23	26.51	42.42	2708.20	74.21	120.40	0.33	80.16	50.70	2636.80	26.33	50.35	3104.10	22.21	65.60	231.26	342.44	94.70	77.45	32.38	8.84	26.49	6.86	18.88	1.69	32.88	13.73	23.68	1.13	18.35	2.27	4.73	2.30	0.02	0.82	0.09	53.42	44.46	63.04	53.98	27.23	61.94	22.44	38.92	40.15	47.34	47.10	41.06	19.88
0.28	3652.60	4505.70	9.48	26.88	42.30	2709.00	74.53	120.42	0.33	80.21	50.06	2637.80	25.12	48.42	3105.50	23.25	65.68	231.09	342.33	94.53	77.36	32.38	8.84	26.49	6.86	18.88	1.69	32.88	13.73	23.68	1.13	18.35	2.27	4.73	2.30	0.02	0.82	0.09	53.42	44.46	62.43	53.94	27.38	62.46	22.49	39.07	38.28	42.88	47.24	40.96	17.40
0.24	3681.30	4486.00	9.38	26.99	41.96	2707.40	74.73	120.37	0.33	80.00	50.53	2636.20	25.09	49.84	3104.90	23.47	65.69	229.91	342.63	94.66	77.36	32.09	8.66	25.86	7.04	18.64	1.63	32.86	13.81	23.63	1.26	18.23	2.26	4.82	2.29	0.02	0.82	0.09	53.42	44.46	62.72	54.09	23.49	60.33	22.35	38.72	39.65	46.17	47.46	40.47	16.88
0.24	3662.50	4531.50	9.31	27.01	42.37	2709.10	74.87	120.43	0.33	80.21	49.85	2638.60	25.16	49.33	3104.30	22.94	65.70	228.54	343.20	94.55	77.63	32.09	8.66	25.86	7.04	18.64	1.63	32.86	13.81	23.63	1.26	18.23	2.26	4.82	2.29	0.02	0.82	0.09	53.42	44.46	63.05	53.55	23.48	64.21	22.83	38.26	37.66	44.99	47.69	42.45	18.10
0.27	3606.90	4536.70	9.31	27.23	42.26	2708.00	75.44	120.38	0.34	80.16	50.01	2637.20	23.98	49.49	3105.00	22.41	65.76	231.18	342.82	94.63	77.68	32.20	8.89	26.21	6.81	19.13	1.65	33.29	13.79	23.86	1.24	18.49	2.28	4.90	2.24	0.02	0.82	0.09	53.42	44.46	62.36	54.07	26.07	60.96	22.71	39.57	38.12	45.35	47.57	40.50	19.36
0.27	3592.60	4559.50	9.40	26.91	42.12	2709.60	75.18	120.40	0.34	80.17	48.98	2639.00	24.75	49.28	3104.90	22.73	65.77	231.30	342.53	94.73	77.04	32.20	8.89	26.21	6.81	19.13	1.65	33.29	13.79	23.86	1.24	18.49	2.28	4.90	2.24	0.01	0.85	0.08	53.16	43.79	62.61	53.80	26.22	61.56	22.74	39.93	35.09	44.87	47.03	40.88	18.62
0.26	3673.80	4454.40	9.34	26.80	42.30	2707.20	74.56	120.37	0.34	79.84	50.79	2635.70	24.47	50.31	3103.20	23.28	65.73	228.90	342.83	94.70	76.75	32.69	9.06	26.36	6.84	18.88	1.62	33.43	13.57	23.75	1.08	18.77	2.25	4.84	2.39	0.01	0.85	0.08	53.16	43.79	63.14	53.83	25.08	62.12	22.57	39.17	40.42	47.26	47.08	40.90	17.37
0.26	3694.20	4514.10	9.28	27.15	42.76	2706.10	75.14	120.40	0.33	79.73	50.24	2634.60	23.62	51.01	3100.20	23.35	65.60	230.44	343.28	94.55	76.95	32.69	9.06	26.36	6.84	18.88	1.62	33.43	13.57	23.75	1.08	18.77	2.25	4.84	2.39	0.01	0.85	0.08	53.16	43.79	62.79	53.11	25.20	62.95	22.83	39.47	38.80	48.87	46.79	40.90	17.21
0.21	3647.30	4474.70	9.32	26.97	41.82	2707.50	74.31	120.42	0.31	79.80	50.65	2636.60	23.20	48.73	3100.10	23.22	65.56	230.85	343.62	94.72	77.14	32.51	8.78	26.57	6.92	18.98	1.65	33.12	13.59	23.86	1.15	18.21	2.25	4.77	2.23	0.01	0.85	0.08	53.16	43.79	63.47	54.16	20.28	59.64	23.05	36.08	40.00	43.60	46.60	41.07	17.52
0.21	3694.20	4513.20	9.34	26.50	42.39	2708.10	75.69	120.40	0.31	80.00	50.18	2637.50	25.30	49.06	3101.60	23.04	65.52	228.10	343.07	94.50	77.58	32.51	8.78	26.57	6.92	18.98	1.65	33.12	13.59	23.86	1.15	18.21	2.25	4.77	2.23	0.01	0.85	0.08	53.16	43.79	62.66	53.70	20.27	60.21	23.02	36.79	38.62	44.36	46.69	40.83	17.91
0.22	3661.10	4514.00	9.31	26.92	42.53	2710.10	75.47	120.41	0.31	80.21	51.12	2638.90	26.77	49.20	3104.00	22.26	65.62	230.85	343.25	94.62	77.20	32.29	8.87	26.66	6.74	18.72	1.69	33.28	13.64	23.93	1.08	18.32	2.28	4.75	2.31	0.01	0.84	0.09	53.79	44.34	62.48	53.44	21.47	62.61	23.07	36.70	41.38	44.68	47.06	41.34	19.75
0.22	3667.70	4514.30	9.31	27.29	42.49	2709.90	74.70	120.37	0.31	80.16	49.16	2638.80	26.65	50.85	3104.40	22.48	65.68	228.79	343.00	94.47	77.52	32.29	8.87	26.66	6.74	18.72	1.69	33.28	13.64	23.93	1.08	18.32	2.28	4.75	2.31	0.01	0.84	0.09	53.79	44.34	62.37	53.43	21.55	62.33	22.96	36.75	35.63	48.51	47.42	40.58	19.20
0.24	3684.00	4530.30	9.37	26.76	42.05	2711.40	75.16	120.42	0.31	80.27	48.79	2640.50	25.49	49.33	3105.80	21.61	65.75	231.82	342.95	94.56	77.34	31.99	8.95	26.49	6.65	18.37	1.71	33.45	13.77	24.11	1.20	18.58	2.23	4.79	2.33	0.01	0.84	0.09	53.79	44.34	63.74	53.86	23.51	61.99	22.81	36.94	34.53	44.98	47.32	41.74	21.27
0.24	3700.30	4510.40	9.34	26.76	42.42	2707.30	74.97	120.38	0.31	79.98	49.26	2636.60	25.49	48.65	3103.40	21.84	65.76	231.93	342.49	94.45	76.95	31.99	8.95	26.49	6.65	18.37	1.71	33.45	13.77	24.11	1.20	18.58	2.23	4.79	2.33	0.01	0.84	0.09	53.79	44.34	63.46	54.10	23.51	60.40	22.36	37.39	35.92	43.40	47.48	40.72	20.75
0.27	3716.80	4527.00	9.32	26.63	42.35	2705.00	75.02	120.44	0.33	79.71	52.01	2634.30	23.84	50.52	3102.80	22.74	65.68	230.43	342.88	94.48	77.11	32.53	8.85	26.68	6.89	18.21	1.63	33.05	13.80	23.96	1.22	18.22	2.27	4.81	2.34	0.01	0.84	0.09	53.79	44.34	64.12	54.80	26.47	61.88	22.42	38.89	44.02	47.73	47.80	42.74	18.64
0.27	3733.10	4536.00	9.40	27.03	42.27	2705.70	74.89	120.41	0.33	79.89	49.36	2635.30	26.46	49.66	3102.70	23.13	65.66	233.07	342.53	94.34	77.25	32.53	8.85	26.68	6.89	18.21	1.63	33.05	13.80	23.96	1.22	18.22	2.27	4.81	2.34	0.01	0.84	0.09	53.95	44.24	63.84	54.69	26.40	60.05	22.51	39.00	36.20	45.74	47.40	41.12	17.71
0.21	3677.00	4547.00	9.33	26.97	42.10	2708.30	75.19	120.42	0.33	80.23	49.08	2636.70	24.65	50.32	3103.60	23.41	65.71	230.90	342.01	94.53	77.70	31.99	8.91	26.16	7.09	18.86	1.65	33.15	13.74	24.24	1.34	18.52	2.23	4.84	2.27	0.01	0.84	0.09	53.95	44.24	62.77	55.04	21.20	61.96	22.84	39.02	35.40	47.27	47.62	41.11	16.97
0.21	3683.00	4535.50	9.30	27.27	42.32	2706.30	74.87	120.37	0.33	80.24	50.44	2636.20	26.15	49.05	3102.80	22.55	65.79	232.25	341.95	94.55	77.35	31.99	8.91	26.16	7.09	18.86	1.65	33.15	13.74	24.24	1.34	18.52	2.23	4.84	2.27	0.01	0.84	0.09	53.95	44.24	62.67	55.18	21.22	62.09	22.74	39.54	39.40	44.33	47.53	40.88	19.03
0.27	3608.30	4516.80	9.29	26.96	42.53	2705.50	74.52	120.40	0.33	80.21	48.63	2634.00	24.71	50.35	3102.60	23.40	65.83	231.17	341.84	94.66	77.14	32.17	8.85	26.59	7.06	18.99	1.67	32.81	13.85	24.14	1.30	18.18	2.27	4.67	2.37	0.01	0.84	0.09	53.95	44.24	62.13	53.83	26.08	58.88	22.37	38.09	34.08	47.35	47.64	41.63	17.03
0.27	3606.40	4526.10	9.33	27.10	42.11	2704.40	75.65	120.34	0.32	79.95	50.72	2632.50	25.14	49.84	3100.20	22.74	65.81	233.33	341.81	94.79	76.84	32.17	8.85	26.59	7.06	18.99	1.67	32.81	13.85	24.14	1.30	18.18	2.27	4.67	2.37	0.01	0.84	0.09	53.95	44.24	62.16	53.72	26.26	60.59	22.21	38.43	40.22	46.17	47.48	39.70	18.64
0.25	3639.10	4469.20	9.19	26.96	42.39	2701.70	74.88	120.40	0.34	79.63	51.58	2630.10	26.07	49.71	3098.00	23.32	65.70	231.06	342.18	94.91	76.90	32.41	8.93	25.80	6.80	19.15	1.66	33.18	13.87	23.42	1.40	18.36	2.26	4.91	2.31	0.03	0.83	0.10	54.33	43.76	61.70	54.05	24.50	61.08	22.36	39.67	42.75	45.86	47.68	40.67	17.30
0.25	3602.40	4504.90	9.25	26.66	41.80	2706.90	74.70	120.37	0.33	79.95	52.06	2636.20	23.43	48.91	3101.70	23.21	65.63	232.22	342.49	94.81	77.72	32.41	8.93	25.80	6.80	19.15	1.66	33.18	13.87	23.42	1.40	18.36	2.26	4.91	2.31	0.03	0.83	0.10	54.33	43.76	62.33	53.62	24.80	62.27	22.60	40.13	44.17	44.02	47.60	39.45	17.49
0.23	3680.50	4474.00	9.31	27.03	41.98	2709.60	74.52	120.42	0.34	80.20	50.79	2638.90	23.12	50.24	3103.60	23.59	65.67	232.17	342.21	94.79	77.69	32.22	8.97	26.07	6.86	18.98	1.66	32.93	13.83	24.00	1.48	18.36	2.29	4.82	2.28	0.03	0.83	0.10	54.33	43.76	63.20	53.56	22.39	59.62	22.68	39.74	40.41	47.09	47.62	41.49	16.57
0.23	3683.50	4474.10	9.46	27.11	42.30	2708.30	75.97	120.40	0.34	80.26	50.01	2637.80	24.63	50.30	3104.90	23.70	65.77	231.05	341.96	94.47	77.10	32.22	8.97	26.07	6.86	18.98	1.66	32.93	13.83	24.00	1.48	18.36	2.29	4.82	2.28	0.03	0.83	0.10	54.33	43.76	63.15	53.56	22.40	59.65	22.74	40.03	38.14	47.22	47.73	40.22	16.34
0.24	3653.00	4466.40	9.40	26.76	42.33	2706.10	74.41	120.41	0.33	80.00	50.50	2634.30	25.02	51.04	3103.00	23.07	65.76	232.14	341.86	94.67	77.46	32.08	8.79	26.31	6.78	18.67	1.64	33.18	13.82	23.96	1.36	18.93	2.28	4.74	2.33	0.03	0.83	0.10	54.33	43.76	63.20	54.01	23.87	59.52	22.34	39.58	39.56	48.94	47.64	41.33	17.81
0.24	3616.30	4484.70	9.42	27.34	42.10	2706.10	75.49	120.40	0.33	80.03	50.82	2634.80	24.56	49.81	3102.00	23.13	65.74	232.08	342.00	94.64	77.22	32.08	8.79	26.31	6.78	18.67	1.64	33.18	13.82	23.96	1.36	18.93	2.28	4.74	2.33	0.01	0.83	0.11	54.24	44.20	63.83	53.79	24.09	60.80	22.54	39.66	40.50	46.09	47.41	40.61	17.69
0.26	3691.00	4525.30	9.35	27.08	42.00	2704.00	74.83	120.40	0.33	79.90	50.30	2632.60	26.24	48.80	3101.10	23.44	65.75	229.14	341.91	94.68	76.75	31.99	8.72	26.33	6.75	18.97	1.68	32.99	13.76	24.14	1.41	18.27	2.29	4.93	2.27	0.01	0.83	0.11	54.24	44.20	63.33	54.07	25.12	61.25	22.23	39.68	39.00	43.75	47.57	40.71	17.00
0.25	3677.20	4487.00	9.36	27.30	42.23	2704.50	75.60	120.41	0.33	79.90	49.99	2632.80	25.42	49.17	3101.70	22.52	65.67	229.85	341.82	94.63	77.39	31.99	8.72	26.33	6.75	18.97	1.68	32.99	13.76	24.14	1.41	18.27	2.29	4.93	2.27	0.01	0.83	0.11	54.24	44.20	63.57	54.53	25.57	61.62	22.40	39.42	38.08	44.60	47.42	40.90	19.15
0.27	3679.20	4455.80	9.34	27.03	42.32	2704.70	75.56	120.43	0.33	80.01	50.85	2633.60	24.35	48.39	3101.90	22.32	65.66	229.71	341.62	94.51	77.22	32.06	8.86	26.24	6.79	18.71	1.64	32.81	13.89	23.83	1.22	18.47	2.30	4.86	2.29	0.01	0.83	0.11	54.24	44.20	63.86	54.15	26.33	60.94	22.41	38.35	40.61	42.80	47.34	41.44	19.66
0.27	3667.70	4523.10	9.24	27.04	42.33	2702.80	74.43	120.38	0.33	79.87	50.00	2631.10	27.25	49.98	3100.90	22.48	65.66	230.47	341.81	94.55	77.21	32.06	8.86	26.24	6.79	18.71	1.64	32.81	13.89	23.83	1.22	18.47	2.30	4.86	2.29	0.01	0.83	0.11	54.24	44.20	64.06	53.34	26.47	61.86	22.09	38.40	38.11	46.48	47.18	40.73	19.28
0.26	3671.40	4513.10	9.43	27.14	42.68	2703.40	74.23	120.44	0.34	79.97	50.27	2631.60	25.93	52.40	3100.80	21.91	65.65	228.09	341.40	94.51	77.29	32.11	9.00	26.69	6.78	18.62	1.66	32.92	14.02	24.05	1.35	18.53	2.28	4.80	2.28	0.02	0.84	0.11	54.25	43.99	63.81	54.10	25.90	60.64	22.25	40.27	38.89	52.09	47.33	42.33	20.64
0.26	3676.60	4520.50	9.31	26.82	42.51	2705.60	74.80	120.40	0.34	80.22	49.83	2634.60	27.06	50.45	3101.10	23.75	65.65	228.25	342.01	94.58	78.02	32.11	9.00	26.69	6.78	18.62	1.66	32.92	14.02	24.05	1.35	18.53	2.28	4.80	2.28	0.02	0.84	0.11	54.25	43.99	63.72	54.01	26.01	61.24	22.48	40.35	37.59	47.57	47.24	41.54	16.19
0.26	3722.50	4499.10	9.37	26.73	42.50	2706.70	76.05	120.41	0.35	80.53	50.17	2635.80	23.15	48.61	3104.30	23.43	65.75	229.73	341.07	94.29	77.82	32.03	8.86	26.78	6.99	18.79	1.64	33.22	13.77	24.14	1.26	18.60	2.25	4.81	2.30	0.02	0.84	0.11	54.25	43.99	63.04	54.51	25.71	61.67	22.24	42.14	38.59	43.32	47.02	41.18	16.94
0.26	3718.70	4544.50	9.38	27.05	42.45	2704.60	74.90	120.41	0.35	80.49	48.53	2633.20	25.23	49.74	3103.60	23.00	65.83	225.65	340.83	94.48	77.35	32.03	8.86	26.78	6.99	18.79	1.64	33.22	13.77	24.14	1.26	18.60	2.25	4.81	2.30	0.02	0.84	0.11	54.25	43.99	63.11	53.96	25.50	60.22	21.88	42.08	33.78	45.94	47.30	41.94	17.96
0.27	3609.00	4527.00	9.41	26.79	42.06	2704.00	75.45	120.39	0.33	80.33	50.11	2633.10	24.94	48.50	3100.90	23.04	65.87	227.92	341.09	94.55	77.04	32.63	9.01	26.89	7.03	19.20	1.65	33.21	13.96	23.80	1.32	18.60	2.25	4.91	2.31	0.02	0.84	0.11	54.25	43.99	63.14	53.76	26.20	58.87	22.14	38.86	38.42	43.07	47.01	40.93	17.89
